ids,Pregunta,Respuesta,Metadata
664,¿Como puedo cancelar un seguro de hogar invias?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
665,¿Como puedo cancelar un seguro de hogar bancafe?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
666,¿Como puedo cancelar un seguro de contenidos credito y cartera?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
667,¿Como puedo cancelar un seguro de hogar credito y cartera?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
668,¿Como puedo cancelar un seguro de hogar vis davivienda?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
669,¿Como puedo cancelar un seguro de hogar para disfrutar funcionarios?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
670,¿Como puedo cancelar un seguro de copropiedades bolivar?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
671,¿Como puedo cancelar un seguro de hogar para disfrutar multicompania?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
672,¿Como puedo cancelar un seguro de hogar para disfrutar multicompania grupo?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
673,¿Como puedo cancelar un seguro de hogar proteccion davivienda?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
674,¿Como puedo cancelar un seguro de hogar para disfrutar?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
675,¿Como puedo cancelar un seguro de hogar bolivar (davivienda- contenidos)?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
676,¿Como puedo cancelar un seguro de amparo inmuebles-amparo corrientes?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
677,¿Como puedo cancelar un seguro de hogar bolivar (oficinas)?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
678,¿Como puedo cancelar un seguro de hogar bolivar (telemercadeo)?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
679,¿Como puedo cancelar un seguro de hogar bolivar (inmobiliarias)?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
680,¿Como puedo cancelar un seguro de hogar bolivar (comcel)?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
681,¿Como puedo cancelar un seguro de hogar bolivar (empresarial hewlett packard)?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
682,¿Como puedo cancelar un seguro de hogar honda bolivar?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
683,¿Como puedo cancelar un seguro de hogar aress?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
684,¿Como puedo cancelar un seguro de hogar bolivar -security?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
685,¿Como puedo cancelar un seguro de hogar coolever?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
686,¿Como puedo cancelar un seguro de hogar residencial entremontes?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
687,¿Como puedo cancelar un seguro de hogar invias?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
688,¿Como puedo cancelar un seguro de hogar para disfrutar funcionarios?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
689,¿Como puedo cancelar un seguro de copropiedades bolivar?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
690,¿Como puedo cancelar un seguro de hogar para disfrutar multicompania?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
691,¿Como puedo cancelar un seguro de hogar para disfrutar multicompania grupo?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
692,¿Como puedo cancelar un seguro de seguro para mascotas?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
693,¿Como puedo cancelar un seguro de seguro mascotas laika?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
694,¿Como puedo cancelar un seguro de crediexpress fijo libranza?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
695,¿Como puedo cancelar un seguro de linea libranza?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
696,¿Como puedo cancelar un seguro de creditos hipotecarios?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
697,¿Como puedo cancelar un seguro de stock crediexpress fijo?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
698,¿Como puedo cancelar un seguro de hipotecario hall bancario?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
699,¿Como puedo cancelar un seguro de vehiculo hall bancario?,":( ¡Me pone muy triste que este considerando esta opcion! Si decide seguir adelante, aqui le explico como puede solicitar la cancelacion de su seguro:
 
1. Ingrese al portal de 'Acceso Clientes' haciendo clic en el siguiente enlace: https://clientes.segurosbolivar.com/login 
2. En la pagina principal, seleccione el seguro que desea cancelar.
3. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
4. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.

Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""sb""]}"
