ids,Pregunta,Respuesta,Metadata
638,¿Como puedo cancelar un seguro de tranquilidad rural?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
639,¿Como puedo cancelar un seguro de hogar bolivar (davivienda- contenidos)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
640,¿Como puedo cancelar un seguro de amparo inmuebles-amparo corrientes?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
641,¿Como puedo cancelar un seguro de hogar bolivar (oficinas)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
642,¿Como puedo cancelar un seguro de hogar bolivar (telemercadeo)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
643,¿Como puedo cancelar un seguro de hogar bolivar (inmobiliarias)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
644,¿Como puedo cancelar un seguro de hogar bolivar (comcel)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
645,¿Como puedo cancelar un seguro de hogar bolivar (empresarial hewlett packard)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
646,¿Como puedo cancelar un seguro de hogar honda bolivar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
647,¿Como puedo cancelar un seguro de hogar aress?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
648,¿Como puedo cancelar un seguro de hogar bolivar -security?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
649,¿Como puedo cancelar un seguro de hogar residencial entremontes?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
650,¿Como puedo cancelar un seguro de hogar invias?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
651,¿Como puedo cancelar un seguro de hogar bancafe?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
652,¿Como puedo cancelar un seguro de hogar migracion bancafe?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
653,¿Como puedo cancelar un seguro de hogar para disfrutar funcionarios?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
654,¿Como puedo cancelar un seguro de copropiedades bolivar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
655,¿Como puedo cancelar un seguro de hogar para disfrutar multicompania?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
656,¿Como puedo cancelar un seguro de hogar para disfrutar multicompania grupo?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
657,¿Como puedo cancelar un seguro de hogar para disfrutar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
658,¿Como puedo cancelar un seguro de hogar bolivar (davivienda- contenidos)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
659,¿Como puedo cancelar un seguro de amparo inmuebles-amparo corrientes?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
660,¿Como puedo cancelar un seguro de hogar bolivar (oficinas)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
661,¿Como puedo cancelar un seguro de hogar bolivar (telemercadeo)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
662,¿Como puedo cancelar un seguro de hogar bolivar (inmobiliarias)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
663,¿Como puedo cancelar un seguro de hogar bolivar (comcel)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
664,¿Como puedo cancelar un seguro de hogar bolivar (empresarial hewlett packard)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
665,¿Como puedo cancelar un seguro de hogar honda bolivar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
666,¿Como puedo cancelar un seguro de hogar aress?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
667,¿Como puedo cancelar un seguro de hogar bolivar -security?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
668,¿Como puedo cancelar un seguro de hogar residencial entremontes?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
669,¿Como puedo cancelar un seguro de hogar invias?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
670,¿Como puedo cancelar un seguro de hogar bancafe?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
671,¿Como puedo cancelar un seguro de contenidos credito y cartera?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
672,¿Como puedo cancelar un seguro de hogar credito y cartera?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
673,¿Como puedo cancelar un seguro de hogar vis davivienda?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
674,¿Como puedo cancelar un seguro de hogar para disfrutar funcionarios?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
675,¿Como puedo cancelar un seguro de copropiedades bolivar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
676,¿Como puedo cancelar un seguro de hogar para disfrutar multicompania?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
677,¿Como puedo cancelar un seguro de hogar para disfrutar multicompania grupo?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
678,¿Como puedo cancelar un seguro de hogar proteccion davivienda?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
679,¿Como puedo cancelar un seguro de hogar para disfrutar?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
680,¿Como puedo cancelar un seguro de hogar bolivar (davivienda- contenidos)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
681,¿Como puedo cancelar un seguro de amparo inmuebles-amparo corrientes?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
682,¿Como puedo cancelar un seguro de hogar bolivar (oficinas)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
683,¿Como puedo cancelar un seguro de hogar bolivar (telemercadeo)?,"Para solicitar la cancelacion de su seguro, siga estos pasos:
 
1. En la pagina de inicio, seleccione el seguro que desea cancelar.
2. En los detalles del producto, de clic en 'Cancelar seguro' y asegurese que su numero de telefono este actualizado.
3. Dentro de nuestro horario habil, uno de nuestros asesores se pondra en contacto con usted para ayudarlo en el proceso de cancelacion.
 
Si el seguro que desea cancelar no esta disponible en el portal de Acceso a Clientes, por favor comuniquese con nosotros al #322 para acompañarlo en su solicitud por este medio.","{""Categoria"": ""Abiertas"", ""Dominio"": [""ac""]}"
